trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,key_resp_4.keys,key_resp_4.rt,text_13.started,key_resp_6.started,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883.079903699996,1883.079903699996,num_7,4.723616300005233,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888.2133297999972,1888.2133297999972,num_2,3.0220825000069453,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891.6294807000013,1891.6294807000013,None,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2954.0934655999954,2954.0934655999954,space,133.47858509999787,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,,,,,,,,,,,3087.602065799998,3087.602065799998,space,1.8745558000082383,,,,,,,,,,,,,,,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,3,3089.515310099996,3089.515310099996,3091.5191615000003,3092.516254199996,None,3092.516254199996,3092.516254199996,1,342.7620000074967,space,0.3427620000074967,3092.898068800001,3093.4013141999967,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,4,3093.4013141999967,3093.4013141999967,3096.3993110999945,3097.4143922000003,None,3097.4143922000003,3097.4143922000003,1,348.6019000047236,space,0.3486019000047236,3097.7982682,3098.3010830999992,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,2,0,2,0,,,,,,,,,,,3,3098.3010830999992,3098.3010830999992,3100.3013232999947,3101.314436599998,None,3101.314436599998,3101.314436599998,1,304.609500009974,space,0.304609500009974,3101.6480521999983,3102.150103299995,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,3,0,3,0,,,,,,,,,,,1,3102.150103299995,3102.150103299995,3102.150103299995,3103.164622199998,None,3103.164622199998,3103.164622199998,1,454.1328000050271,space,0.4541328000050271,3103.664942299998,3104.181373200001,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,4,0,4,0,,,,,,,,,,,2,3104.181373200001,3104.181373200001,3105.183574499999,3106.183610699998,None,3106.183610699998,3106.183610699998,1,338.9784000100917,space,0.3389784000100917,3106.564381999997,3107.0660414999948,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,5,0,5,0,,,,,,,,,,,2,3107.0660414999948,3107.0660414999948,3108.0659410000007,3109.065458099998,None,3109.065458099998,3109.065458099998,1,329.61160000559175,space,0.32961160000559175,3109.431101199996,3109.9508032999947,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,6,0,6,0,,,,,,,,,,,3,3109.9508032999947,3109.9508032999947,3111.9654378999985,3112.950309199994,None,3112.950309199994,3112.950309199994,1,324.79300000704825,space,0.32479300000704825,3113.3157668999993,3113.817835099995,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,7,0,7,0,,,,,,,,,,,1,3113.817835099995,3113.817835099995,3113.817835099995,3114.8322989999942,None,3114.8322989999942,3114.8322989999942,1,410.7646999982535,space,0.4107646999982535,3115.2805392999944,3115.7825916,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,8,0,8,0,,,,,,,,,,,1,3115.7825916,3115.7825916,3115.7825916,3116.798960399996,None,3116.798960399996,3116.798960399996,1,323.84810000803554,space,0.32384810000803554,3117.1655336999975,3117.6669127999994,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,9,0,9,0,,,,,,,,,,,4,3117.6669127999994,3117.6669127999994,3120.6658712999997,3121.665498800001,None,3121.665498800001,3121.665498800001,1,321.35180000477703,space,0.32135180000477703,3122.029832799999,3122.5310618000003,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,3,3122.5310618000003,3122.5310618000003,3124.533625600001,3125.531011299994,None,3125.531011299994,3125.531011299994,1,311.738400007016,space,0.311738400007016,3125.880168799995,3126.3830575999964,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,2,3126.3830575999964,3126.3830575999964,3127.3983399999997,3128.3956188999946,None,3128.3956188999946,3128.3956188999946,1,335.20960000896594,space,0.33520960000896594,3128.7619062000012,3129.264114599995,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,4,3129.264114599995,3129.264114599995,3132.2657354999974,3133.263851799995,None,3133.263851799995,3133.263851799995,1,307.16680000477936,space,0.30716680000477936,3133.5962151999993,3134.0983134999988,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,4,3134.0983134999988,3134.0983134999988,3137.097305299998,3138.1144780999966,None,3138.1144780999966,3138.1144780999966,1,328.48260000901064,space,0.32848260000901064,3138.466675799995,3138.9656946999967,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,2,3138.9656946999967,3138.9656946999967,3139.9680146999963,3140.980790900001,None,3140.980790900001,3140.980790900001,1,334.3291000055615,space,0.3343291000055615,3141.3459357999964,3141.848730599995,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,2,3141.848730599995,3141.848730599995,3142.8491828999977,3143.8475840999963,None,3143.8475840999963,3143.8475840999963,1,315.65510000655195,space,0.31565510000655195,3144.2122325999953,3144.715285799997,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,1,3144.715285799997,3144.715285799997,3144.715285799997,3145.748590199997,None,3145.748590199997,3145.748590199997,1,358.6462000021129,space,0.3586462000021129,3146.1459370999946,3146.663465599995,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,17,0,17,0,,,,,,,,,,,4,3146.663465599995,3146.663465599995,3149.6628233999945,3150.678774,None,3150.678774,3150.678774,1,412.07410000788514,space,0.41207410000788514,3151.1286598000006,3151.629543999996,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,18,0,18,0,,,,,,,,,,,4,3151.629543999996,3151.629543999996,3154.6296263999975,3155.6299356999953,None,3155.6299356999953,3155.6299356999953,1,382.52050000301097,space,0.38252050000301097,3156.061516099995,3156.562496899998,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,19,0,19,0,,,,,,,,,,,3,3156.562496899998,3156.562496899998,3158.5624093000006,3159.5624391999954,None,3159.5624391999954,3159.5624391999954,1,328.8566000046558,space,0.3288566000046558,3159.928114800001,3160.428970699999,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,20,0,20,0,,,,,,,,,,,1,3160.428970699999,3160.428970699999,3160.428970699999,3161.4290598000007,None,3161.4290598000007,3161.4290598000007,1,445.83250000869157,space,0.44583250000869157,3161.911518199995,3162.4125916999983,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,21,0,21,0,,,,,,,,,,,1,3162.4125916999983,3162.4125916999983,3162.4125916999983,3163.412398100001,None,3163.412398100001,3163.412398100001,1,406.839499999478,space,0.406839499999478,3163.844733699996,3164.3476637999993,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,22,0,22,0,,,,,,,,,,,1,3164.3476637999993,3164.3476637999993,3164.3476637999993,3165.3471113999985,None,3165.3471113999985,3165.3471113999985,1,312.9784000047948,space,0.3129784000047948,3165.6944065999996,3166.196804499996,,,,,,,,,,,,,levi_afternoon_coffee,001,2023-12-15_14h13.59.081,game,2022.2.5,60.275059206818405,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3166.196804499996,3166.196804499996,3167.197413199996,3168.210695099995,None,3168.210695099995,3168.210695099995,,,,,,,,,,,,,,,,,,,,,,,,,
