trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,text_4.started,text_4.stopped,InstructionsText.started,InstrucKey.started,InstrucKey.keys,InstrucKey.rt,ISI,ISI_text.started,dontrespond.started,dontrespond.stopped,ISI_text.stopped,dontrespond.keys,Targetstim.started,Response.started,Accuracy,RTms,Response.keys,Response.rt,Feedback_text.started,Feedback_text.stopped,text_6.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,key_resp_4.started,text_7.started,MathsFailCounter,key_resp_4.keys,key_resp_4.rt,participant,session,date,expName,psychopyVersion,frameRate,
8,0,8,0,,,,,,,,,,,,,,,2,827.7301205999975,827.7301205999975,828.7291857000091,829.7450011000037,None,829.7450011000037,829.7450011000037,1,316.87959999544546,space,0.31687959999544546,830.0780639000004,830.5780204000184,,,,,,,,,,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
9,0,9,0,,,,,,,,,,,,,,,4,830.5780204000184,830.5780204000184,833.5919766000006,834.5905939000077,None,834.5905939000077,834.5905939000077,1,305.698999989545,space,0.305698999989545,834.9237476999988,835.4239982000145,,,,,,,,,,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
10,0,10,0,,,,,,,,,,,,,,,4,835.4239982000145,835.4239982000145,838.4370651000063,839.4364468000131,None,839.4364468000131,839.4364468000131,1,283.674800011795,space,0.283674800011795,839.7358930000046,840.2356925000204,,,,,,,,,,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
11,0,11,0,,,,,,,,,,,,,,,1,840.2356925000204,840.2356925000204,840.2356925000204,841.2344197000202,None,841.2344197000202,841.2344197000202,1,456.2197999912314,space,0.4562197999912314,841.7174611000228,842.2166754000064,,,,,,,,,,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
12,0,12,0,,,,,,,,,,,,,,,4,842.2166754000064,842.2166754000064,845.2307458000141,846.2297179000161,None,846.2297179000161,846.2297179000161,1,331.59270000760444,space,0.33159270000760444,846.5798776000156,847.079228800023,,,,,,,,,,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
13,0,13,0,,,,,,,,,,,,,,,2,847.079228800023,847.079228800023,848.0953948000097,849.0937941000157,None,849.0937941000157,849.0937941000157,1,300.4992000060156,space,0.3004992000060156,849.4101500000106,849.9103024000069,,,,,,,,,,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
14,0,14,0,,,,,,,,,,,,,,,3,849.9103024000069,849.9103024000069,851.9245200000005,852.9237950000097,None,852.9237950000097,852.9237950000097,1,284.658299991861,space,0.284658299991861,853.2230392000056,853.7232958000095,,,,,,,,,,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
15,0,15,0,,,,,,,,,,,,,,,2,853.7232958000095,853.7232958000095,854.7384949999978,855.7378000000026,None,855.7378000000026,855.7378000000026,1,282.7709999983199,space,0.2827709999983199,856.037753200013,856.5538172000088,,,,,,,,,,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
16,0,16,0,,,,,,,,,,,,,,,3,856.5538172000088,856.5538172000088,858.5681575000053,859.5673814000038,None,859.5673814000038,859.5673814000038,1,283.1562999926973,space,0.2831562999926973,859.8671376999991,860.367172600003,,,,,,,,,,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.367172600003,860.367172600003,space,11.444115399994189,,,,,,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.8393943000119,871.8393943000119,1,7,11.52226040000096,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,883.7440247000195,883.7440247000195,0,0,2.3635452000016812,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.4748100000143,886.4748100000143,1,3,12.98488720000023,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.8627253000159,899.8627253000159,0,7,6.572500400012359,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.8223752000195,906.8223752000195,0,3,3.6610762999916915,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910.8852531000157,910.8852531000157,0,7,8.661286000016844,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.9441259000159,919.9441259000159,0,1,4.941978100017877,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.3221007999964,925.3221007999964,0,4,3.0361277000047266,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.7518315000052,928.7518315000052,0,5,2.7934709999826737,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.932205500023,931.932205500023,1,2,11.198020600015298,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.5545744000119,943.5545744000119,0,9,2.450572600006126,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.3857531000103,946.3857531000103,0,9,10.697377499978757,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.4750891000149,957.4750891000149,0,0,2.559529600024689,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960.4389976999955,960.4389976999955,0,5,2.513208599993959,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963.3696219999983,963.3696219999983,0,2,3.8485516000073403,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,967.6157386999985,967.6157386999985,0,6,1.943238100007875,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.9304066000041,969.9304066000041,0,0,3.7326607999857515,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.026208299998,974.026208299998,0,8,4.21090710000135,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978.6220955000026,978.6220955000026,0,6,3.5247291999985464,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,982.5516298000002,982.5516298000002,0,0,2.5421217000111938,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,985.4659514000232,985.4659514000232,0,7,3.186306899995543,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
,,,,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989.0622922000184,989.0622922000184,,None,,761185,001,2023-12-13_13h20.22.345,game,2022.2.5,60.05057458753234,
