trial,file,corrAns,tone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,response.keys,response.corr,feedback_text.started,response.rt,instructions_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,sound_1.stopped,fixation.stopped,thank_you.started,exit_exp.started,thank_you.stopped,exit_exp.keys,exit_exp.rt,participant,session,date,expName,psychopyVersion,frameRate,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,40,3,163,3,,,,,720.4029283999998,721.3891462000001,721.38664816,,t,1,,0.7376444999999876,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,41,0,164,0,,,,,723.9027734000001,724.8873830000002,724.88605196,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,41,1,165,1,,,,,727.4022301999998,728.387193,728.38570456,,None,1,,,,,,,729.3858460000001,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,41,2,166,2,,,,,730.9028971000002,731.8862795999999,731.8856432599998,734.3850209000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,41,3,167,1,,,,,734.4027875000002,735.3854397999999,735.3864984600002,737.8849126,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,42,0,168,1,,,,,737.9025839999999,738.8848031000002,738.8859233599999,741.3852921000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,42,1,169,1,,,,,741.4035786,742.3841775999999,742.3851494600001,744.8869626999999,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,42,2,170,3,,,,,744.9014504000002,745.8858381999999,745.8843635599999,,t,1,,0.7524436999997306,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,42,3,171,2,,,,,748.4008109000001,749.385788,749.3846040599999,,None,1,,,,,,,750.3854738,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,43,0,172,1,,,,,751.8999434000002,752.8843502,752.8841473599998,755.3849875999999,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,43,1,173,2,,,,,755.4005185999999,756.3847243999999,756.3837498599999,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,43,2,174,0,,,,,758.8999576000001,759.8841204,759.8831411600002,762.3838107000001,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,43,3,175,0,,,,,762.3998262,763.3853042000001,763.3828708600001,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,44,0,176,1,,,,,765.8998483,766.8854950999998,766.88341866,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,44,1,177,3,,,,,769.3990622000001,770.3834238,770.3828271599998,772.8836077999999,t,1,,0.804060699999809,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,44,2,178,0,,,,,772.8993667999998,773.8828060999999,773.8826724600001,776.3826727999999,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,44,3,179,2,,,,,776.3987963,777.3831681000001,777.3824957600002,779.8834711,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,45,0,180,0,,,,,779.8991354999998,780.8825686999999,780.8825196599998,783.3840883000003,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,45,1,181,3,,,,,783.3994063,784.3829833,784.38273116,786.8836277,t,1,,0.704495500000121,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,45,2,182,0,,,,,786.8985551000001,787.8829242000002,787.88207756,,None,1,,,,,,,788.8842463999999,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,45,3,183,2,,,,,790.3980093,791.3823154000002,791.38138026,793.8822633999998,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,46,0,184,2,,,,,793.8978132000002,794.8816990999999,794.8815825600002,797.3820037,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,46,1,185,2,,,,,797.3976265000001,798.3819702000001,798.3807344600002,800.8823834999998,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,46,2,186,0,,,,,800.8986447000002,801.8810729000002,801.88119136,804.3814050999999,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,46,3,187,2,,,,,804.3976342999999,805.3816763999998,805.3808296600002,,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,47,0,188,0,,,,,807.8976084999999,808.8815063000002,808.8806343600002,811.3809976000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,47,1,189,3,,,,,811.3966192000003,812.3807139999999,812.38022286,814.8810116,t,1,,1.0108878999994886,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,47,2,190,0,,,,,814.8977942000001,815.8808462000002,815.8797957600002,818.3800814000001,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,47,3,191,3,,,,,818.3962498000001,819.3805745999998,819.3798603600001,821.8802464999999,t,1,,0.6927371000001585,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,48,0,192,2,,,,,821.8963371999998,822.8802755000002,822.8796885600002,825.3800359000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,48,1,193,3,,,,,825.3960843,826.3793663000001,826.37969916,828.8792744000002,None,0,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,48,2,194,0,,,,,828.8977927999999,829.8790838,829.8800820600002,832.3790311000002,None,1,,,,,,,830.8796624000001,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,48,3,195,3,,,,,832.3967536,833.3786292999998,833.3794373600001,835.8788703999999,t,1,,0.66898110000011,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,49,0,196,0,,,,,835.8963512,836.8789219999999,836.88000966,839.3788435000001,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,49,1,197,2,,,,,839.3961032000002,840.3790889000002,840.3795296599999,842.8790035000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,49,2,198,0,,,,,842.8964089000001,843.8794425000001,843.88020106,846.3785643000001,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,49,3,199,1,,,,,846.3966568999999,847.3790764999999,847.3804749600001,849.8789482000002,None,1,,,,,,,,,,,,,,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849.8952815000002,852.8791019,852.8945736000001,e,31.675313599999754,elpida1310,001,2023-10-13_13h37.24.132,Oddball_task,2022.2.5,59.86611541946819,
