trial,file,corrAns,tone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,sound_1.started,sound_1.stopped,instructions_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,fixation.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,39.68200950004393,39.68200950004393,space,10.986805799999274,,,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,0,0,0,1,,,,,,,,,50.715476600045804,51.18123164001736,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,0,1,1,2,,,,,,,,,51.69888280000305,52.181039040006,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,0,2,2,3,,,,,,,,,52.69620780000696,53.1842480400519,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,0,3,3,0,,,,,,,,,53.697023900051136,54.17884914003662,54.677837700000964,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,54.69643980002729,54.69643980002729,space,192.46090579999145,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,0,0,0,5,,,,,247.17976560001262,247.6645056400157,,,,,,248.1809470000444,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,0,1,1,3,,,,,248.1809470000444,248.67952334004804,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,0,2,2,5,,,,,249.19433570001274,249.67747074001818,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,0,3,3,7,,,,,250.19276679999894,250.68114984003478,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,0,4,4,7,,,,,251.19263370003318,251.67933754003025,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,0,5,5,0,,,,,252.19205060001696,252.67444974000682,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,0,6,6,6,,,,,253.19100320001598,253.67388974005007,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,0,7,7,5,,,,,254.1898477000068,254.67292664005072,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,1,0,8,4,,,,,255.18866179999895,255.6727378400101,256.17346530000214,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,1,1,9,3,,,,,256.18797750002705,256.671023240051,257.1715844999999,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,1,2,10,1,,,,,257.18663650000235,257.67041124004754,258.16907050000736,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,1,3,11,5,,,,,258.1859572000103,258.6689893400471,259.16854690003674,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,1,4,12,3,,,,,259.1880861000391,259.66887824001606,260.1687315000454,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,1,5,13,0,,,,,260.18490360002033,260.66803484005504,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,1,6,14,2,,,,,261.1827252000221,261.66664574001334,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,1,7,15,3,,,,,262.18554730003234,262.66824004004593,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,2,0,16,6,,,,,263.1978009000304,263.66408634002437,264.16786690003937,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,2,1,17,7,,,,,264.18000790005317,264.66639394001686,,,,,,265.18241440004203,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,2,2,18,5,,,,,265.18241440004203,265.68033854002715,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,2,3,19,4,,,,,266.19805510004517,266.66466254004627,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,2,4,20,5,,,,,267.19387830002233,267.67751194004086,268.1770499999984,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,2,5,21,0,,,,,268.19323900004383,268.6775972400501,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,2,6,22,3,,,,,269.1942794000497,269.6757783400535,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,2,7,23,2,,,,,270.19196210004156,270.67485174004105,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,3,0,24,4,,,,,271.19024290004745,271.67351934002363,272.1754675000557,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,3,1,25,1,,,,,272.1895783000509,272.6730446400179,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,3,2,26,6,,,,,273.1881750000175,273.6723396400048,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,3,3,27,4,,,,,274.187696100038,274.6726082400128,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,3,4,28,6,,,,,275.18632370000705,275.6701761400036,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,3,5,29,1,,,,,276.1859011000488,276.6691617400211,277.1679416000261,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,3,6,30,1,,,,,277.18788070004666,277.66802524004015,278.16727500001434,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,3,7,31,0,,,,,278.1838623000076,278.6674372400448,279.1663833000348,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,4,0,32,6,,,,,279.1833040000056,279.66660664000665,280.1658979000058,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,4,1,33,4,,,,,280.1836852999986,280.66560924003716,281.1659802000504,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,4,2,34,4,,,,,281.18151270004455,281.6653239400184,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,4,3,35,3,,,,,282.1800935000065,282.6800794400333,,,,,,283.1798448000336,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,4,4,36,7,,,,,283.1798448000336,283.6670442400209,,,,,,284.1794423000538,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,4,5,37,6,,,,,284.1794423000538,284.6649234400538,,,,,,285.1799747000332,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,4,6,38,0,,,,,285.1799747000332,285.6778663400037,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,4,7,39,6,,,,,286.1926727000391,286.6759079400508,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,5,0,40,6,,,,,287.1922652000212,287.6756934400473,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,5,1,41,4,,,,,288.19141000002855,288.67421183999977,289.17406190000474,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,5,2,42,6,,,,,289.1907224000315,289.6731945400534,290.1732422000496,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,5,3,43,2,,,,,290.18962630000897,290.67274564001127,291.17221360001713,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,5,4,44,1,,,,,291.1890480000293,291.6745453400363,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,5,5,45,4,,,,,292.1877862000256,292.67089164003846,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,5,6,46,3,,,,,293.1878040000447,293.6702786400274,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,5,7,47,1,,,,,294.186587800039,294.6708100399992,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,6,0,48,4,,,,,295.18462980003096,295.66766644004383,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,6,1,49,3,,,,,296.18648850003956,296.6670217400242,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,6,2,50,1,,,,,297.1827164000133,297.66587264000555,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,6,3,51,3,,,,,298.18175930000143,298.6670075400325,299.1644879000378,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,6,4,52,6,,,,,299.1844796000514,299.66421054003877,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,6,5,53,2,,,,,300.1802133000456,300.67958284003544,,,,,,301.17912570002954,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,6,6,54,7,,,,,301.17912570002954,301.6815826400125,,,,,,302.181435400038,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,6,7,55,5,,,,,302.181435400038,302.67859183999826,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,7,0,56,6,,,,,303.1939451000071,303.67747554005473,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,7,1,57,7,,,,,304.1938117000391,304.676217440021,305.1769675000105,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,7,2,58,6,,,,,305.195377200027,305.67484864001744,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,7,3,59,6,,,,,306.1940183000406,306.6740109400416,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,7,4,60,6,,,,,307.1905217000167,307.67378034003195,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,7,5,61,2,,,,,308.1889514000504,308.6726844400109,309.17187900003046,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,7,6,62,6,,,,,309.1885530000436,309.67234884001664,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,7,7,63,1,,,,,310.1876341000316,310.6714068400033,311.17001520004123,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,8,0,64,0,,,,,311.1871422000113,311.6697802400158,312.16905970004154,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,8,1,65,1,,,,,312.18552630004706,312.6713973400474,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,8,2,66,5,,,,,313.1855630000355,313.6676362400467,314.1696940000402,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,8,3,67,3,,,,,314.183142599999,314.6695332399977,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,8,4,68,2,,,,,315.1824390000547,315.666292740003,316.1674436000176,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,8,5,69,3,,,,,316.18251730001066,316.6648886400217,317.1637474000454,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,8,6,70,0,,,,,317.19723730004625,317.6641116400424,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,8,7,71,2,,,,,318.19660940003814,318.6813880400441,319.17913240002235,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,9,0,72,1,,,,,319.1995642000111,319.6789744400012,320.17829800001346,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,9,1,73,5,,,,,320.19432460004464,320.6643131400051,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,9,2,74,6,,,,,321.1945513000246,321.6765938400349,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,9,3,75,3,,,,,322.19244569999864,322.67590944000403,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,9,4,76,0,,,,,323.19371840002714,323.67676914003096,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,9,5,77,3,,,,,324.1913586000446,324.67640224003117,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,9,6,78,2,,,,,325.19003310002154,325.67375364000327,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,9,7,79,5,,,,,326.19192070001736,326.6721308400447,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,10,0,80,0,,,,,327.1884492000099,327.67118364005,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,10,1,81,2,,,,,328.1874992000521,328.6707785400504,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,10,2,82,2,,,,,329.1867629000335,329.6700716400228,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,10,3,83,1,,,,,330.1854079000186,330.66874004001147,331.1678138000425,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,10,4,84,0,,,,,331.18387900001835,331.6682835400279,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,10,5,85,6,,,,,332.1837642000173,332.66637324003386,333.16940770001383,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,10,6,86,1,,,,,333.182561900001,333.66578314002254,334.1643616000074,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,10,7,87,1,,,,,334.1979427000042,334.6649472400022,335.16432420001365,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,11,0,88,7,,,,,335.19999970000936,335.6642024400353,336.16700230003335,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,11,1,89,2,,,,,336.1798572000116,336.66388844003086,337.16261590004433,,,,,337.17881130002206,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,11,2,90,2,,,,,337.17881130002206,337.67924364001374,,,,,,338.1779739000485,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,11,3,91,2,,,,,338.19632710004225,338.67940014004125,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,11,4,92,1,,,,,339.1936293000472,339.6764771400194,340.17759900004603,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,11,5,93,1,,,,,340.1945368000306,340.6769768400409,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,11,6,94,7,,,,,341.1921899000299,341.6769754400302,,,,,,,counter1,001,2023-10-19_16h07.13.981,Oddball_task,2022.2.5,None,
