trial,file,corrAns,tone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,response.keys,response.corr,feedback_text.started,response.rt,sound_1.stopped,instructions_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,fixation.stopped,thank_you.started,thank_you.stopped,exit_exp.started,exit_exp.keys,exit_exp.rt,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,41,1,165,2,,,,,846.7096634999998,847.7102649999997,847.7097516399996,850.2097163999997,None,1,,,,,,,,850.2097163999997,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,41,2,166,1,,,,,850.2097163999997,851.2091031999998,851.2096867400002,853.7095485,None,1,,,,,,,,853.7095485,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,41,3,167,2,,,,,853.7095485,854.7099262000002,854.71025264,857.2094113000003,None,1,,,,,,,,857.2094113000003,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,42,0,168,1,,,,,857.2094113000003,858.2090495000002,858.2102042399998,860.7104886999996,None,1,,,859.2107072999997,,,,,860.7104886999996,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,42,1,169,3,,,,,860.7104886999996,861.7095119999994,861.7108020399997,864.2093643999997,t,1,,1.1617080999999416,,,,,,864.2093643999997,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,42,2,170,1,,,,,864.2093643999997,865.2093169,865.2096123400003,867.7093275999996,None,1,,,,,,,,867.7093275999996,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,42,3,171,1,,,,,867.7093275999996,868.7079415999997,868.7084952399997,871.2085115999998,None,1,,,,,,,,871.2085115999998,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,43,0,172,3,,,,,871.2085115999998,872.2086417,872.2094425399997,874.7083739999998,t,1,,0.8751247000004696,,,,,,874.7083739999998,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,43,1,173,2,,,,,874.7083739999998,875.7082756,875.7089806399996,878.2079050000002,None,1,,,,,,,,878.2079050000002,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,43,2,174,1,,,,,878.2079050000002,879.2080438000003,879.2087564399995,881.7078181999996,None,1,,,,,,,,881.7078181999996,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,43,3,175,1,,,,,881.7078181999996,882.7079121999996,882.7092077399999,885.2078709999996,None,1,,,,,,,,885.2078709999996,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,44,0,176,0,,,,,885.2078709999996,886.2074395999998,886.20854914,888.7078338000001,None,1,,,,,,,,888.7078338000001,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,44,1,177,2,,,,,888.7078338000001,889.7073084000003,889.7078670400002,892.2072402000003,None,1,,,,,,,,892.2072402000003,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,44,2,178,3,,,,,892.2072402000003,893.2073094999996,893.2077539400003,895.7072330000001,t,1,,0.7698610000002191,,,,,,895.7072330000001,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,44,3,179,0,,,,,895.7072330000001,896.7068756999997,896.7076538400003,899.2078954999997,None,1,,,,,,,,899.2078954999997,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,45,0,180,3,,,,,899.2078954999997,900.2067642000002,900.2068638400002,902.7071770000002,t,1,,0.8225085999997646,901.2070854000003,,,,,902.7071770000002,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,45,1,181,1,,,,,902.7071770000002,903.7078849,903.7070873400004,906.2067040000002,None,1,,,,,,,,906.2067040000002,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,45,2,182,3,,,,,906.2067040000002,907.2064241999997,907.2066952399997,909.7056437000001,t,1,,0.9457976000007875,,,,,,909.7056437000001,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,45,3,183,2,,,,,909.7056437000001,910.7057736999996,910.7066503399998,913.2061068000003,None,1,,,,,,,,913.2061068000003,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,46,0,184,0,,,,,913.2061068000003,914.2063269999999,914.2065090399998,916.7059333999996,None,1,,,,,,,,916.7059333999996,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,46,1,185,0,,,,,916.7059333999996,917.7055711000003,917.7066677399995,920.2059320999997,None,1,,,,,,,,920.2059320999997,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,46,2,186,3,,,,,920.2059320999997,921.2062286,921.20669564,923.7055390999994,t,1,,0.8768462000002728,922.205817,,,,,923.7055390999994,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,46,3,187,2,,,,,923.7055390999994,924.7057315000002,924.7063451399996,927.2052136000002,None,1,,,,,,,,927.2052136000002,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,47,0,188,3,,,,,927.2052136000002,928.2050454,928.2062243400002,930.7052093000002,t,1,,0.9925323000002209,,,,,,930.7052093000002,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,47,1,189,0,,,,,930.7052093000002,931.7055567999996,931.7064082399999,934.2052099000002,None,1,,,,,,,,934.2052099000002,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,47,2,190,1,,,,,934.2052099000002,935.2051067000002,935.2054904399998,937.7041546999999,None,1,,,,,,,,937.7041546999999,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,47,3,191,2,,,,,937.7041546999999,938.7044581,938.7054551400003,941.2051756000001,None,1,,,,,,,,941.2051756000001,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,48,0,192,1,,,,,941.2051756000001,942.2041632999999,942.2048012399997,944.7034578000003,None,1,,,,,,,,944.7034578000003,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,48,1,193,2,,,,,944.7034578000003,945.7036459000001,945.7054454400001,948.2043333000001,None,1,,,946.7041372000003,,,,,948.2043333000001,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,48,2,194,1,,,,,948.2043333000001,949.2038609000001,949.2051261399998,951.7031976999997,None,1,,,,,,,,951.7031976999997,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,48,3,195,1,,,,,951.7031976999997,952.7042806,952.7040181400004,955.2033528000002,None,1,,,,,,,,955.2033528000002,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,49,0,196,3,,,,,955.2033528000002,956.2034840999995,956.20402204,958.7036172999997,t,1,,0.729594700000689,,,,,,958.7036172999997,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,49,1,197,3,,,,,958.7036172999997,959.7038931999996,959.7039419399995,962.2028856999996,t,1,,0.9236868000002687,,,,,,962.2028856999996,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,49,2,198,1,,,,,962.2028856999996,963.2023847,963.2034440399999,965.7029652000001,None,1,,,,,,,,965.7029652000001,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,,,,,49,3,199,0,,,,,965.7029652000001,966.7022604000003,966.70253844,969.2023300999999,None,1,,,,,,,,969.2023300999999,,,,,,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.2023300999999,972.2019773000002,972.2019773000002,e,11.213972500000182,elpida1310,002,2023-10-13_14h04.45.653,Oddball_task,2022.2.5,59.705663022410945,
