trial,file,corrAns,tone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,response.keys,response.corr,feedback_text.started,response.rt,sound_1.stopped,instructions_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,fixation.stopped,thank_you.started,exit_exp.started,thank_you.stopped,exit_exp.keys,exit_exp.rt,participant,session,date,expName,psychopyVersion,frameRate,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,48,1,241,4,,,,,1023.8561680999992,1024.8405565999856,1024.8404805599857,1027.3417563999828,t,1,,0.7581514999910723,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,48,2,242,1,,,,,1027.3598693000094,1028.3414884000085,1028.3416587599932,1030.8435065000085,None,1,,,1029.3425320000097,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,48,3,243,0,,,,,1030.8593225000077,1031.843123300001,1031.8431945599878,1034.346804300003,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,48,4,244,3,,,,,1034.3616005000076,1035.3448083999974,1035.3448746600043,1037.8456785999879,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,49,0,245,0,,,,,1037.8634317999822,1038.8466821000038,1038.8473099600087,1041.3474694000033,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,49,1,246,3,,,,,1041.364538599999,1042.349518700008,1042.3479013600008,1044.8487089999835,None,1,,,1043.3476162999868,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,49,2,247,1,,,,,1044.8651725999953,1045.8326467000006,1045.8343955599848,1048.3341515999928,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,49,3,248,2,,,,,1048.3507448000018,1049.3335533000063,1049.3335228600045,1051.8351687999966,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,49,4,249,4,,,,,1051.851763899991,1052.8351853000058,1052.835517059997,1055.3380277999968,t,1,,0.8918631999986246,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,50,0,250,1,,,,,1055.3535607999947,1056.3368880999915,1056.3369713600114,1058.8389198000077,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,50,1,251,3,,,,,1058.8555437999894,1059.8386514000013,1059.8387137600075,1062.3395833999966,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,50,2,252,2,,,,,1062.3564187999873,1063.3428127999941,1063.3400515600079,,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,50,3,253,4,,,,,1065.8574663999898,1066.8410377999826,1066.8410488600057,1069.3424218999862,t,1,,0.955507700011367,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,50,4,254,0,,,,,1069.3603421000007,1070.3451426999818,1070.3428414600057,1072.8441257000086,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,51,0,255,2,,,,,1072.8606344999862,1073.8448073999898,1073.844417559987,1076.3454813999997,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,51,1,256,3,,,,,1076.3629342000058,1077.3468542000046,1077.3466899600025,1079.8479636999837,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,51,2,257,4,,,,,1079.8640461000032,1080.830855999986,1080.831980359988,1083.3327212999866,t,1,,0.7498057999764569,1081.8313240999996,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,51,3,258,0,,,,,1083.365945700003,1084.3321720999957,1084.3318822599977,1086.8333986999933,None,1,,,1085.3325498999911,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,51,4,259,1,,,,,1086.8498853000056,1087.834512100002,1087.8338188599882,1090.3348944000027,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,52,0,260,0,,,,,1090.3524037000025,1091.3354803999828,1091.3354653600109,1093.8364334999933,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,52,1,261,3,,,,,1093.8528421999945,1094.8369423999975,1094.837213959996,1097.338240699988,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,52,2,262,1,,,,,1097.3549621999846,1098.3389381000015,1098.33807315999,1100.8391154999845,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,52,3,263,2,,,,,1100.8563490000088,1101.839757699985,1101.839826859985,1104.3406824999838,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,52,4,264,4,,,,,1104.357688499993,1105.342057700007,1105.3422918600118,1107.8418122000003,t,1,,0.7550852999847848,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,53,0,265,2,,,,,1107.859710299992,1108.8431487999915,1108.843787959995,1111.343533599982,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,53,1,266,0,,,,,1111.3608509000042,1112.344769599993,1112.3440347600117,1114.8456645999977,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,53,2,267,1,,,,,1114.862017699983,1115.8456380999996,1115.8459114600118,1118.3478636000073,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,53,3,268,3,,,,,1118.3636369000014,1119.3319274999958,1119.3324225600081,1121.8316945999977,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,53,4,269,4,,,,,1121.8650178000098,1122.8322583999834,1122.8322235600062,1125.3333072999958,t,1,,0.7283258000097703,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,54,0,270,2,,,,,1125.35078790001,1126.3341574000078,1126.3342312599852,1128.8351065999886,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,54,1,271,3,,,,,1128.851825299993,1129.8354808999866,1129.834877959991,1132.3360214999993,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,54,2,272,0,,,,,1132.3530833999976,1133.3362777000002,1133.3366601599992,1135.8372447000002,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,54,3,273,1,,,,,1135.8539870000095,1136.8388953999965,1136.8379685600084,1139.3391270999855,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,54,4,274,4,,,,,1139.3562303000072,1140.3392407000065,1140.3392987600091,1142.842953799991,t,1,,0.7568572000018321,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,55,0,275,2,,,,,1142.8573620000097,1143.8409878000093,1143.841200859999,1146.3422531999822,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,55,1,276,1,,,,,1146.3594367000042,1147.3424444999837,1147.343190259984,1149.8437977999856,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,55,2,277,3,,,,,1149.8602506000025,1150.8444445999921,1150.843858860011,1153.3456375999958,None,1,,,1151.8442615999957,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,55,3,278,4,,,,,1153.3627892000077,1154.3459004999895,1154.3454933600005,1156.846468600008,t,1,,0.7269374000024982,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,55,4,279,0,,,,,1156.8633355000056,1157.8466473000008,1157.8467418599903,1160.3484889999963,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,56,0,280,2,,,,,1160.366073799989,1161.3322704999882,1161.3319101600064,1163.833126499987,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,56,1,281,3,,,,,1163.8495094999962,1164.8338844999962,1164.8332352599973,1167.334223999991,None,1,,,1165.8338515000069,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,56,2,282,0,,,,,1167.351073800004,1168.3352124000085,1168.3350102600089,1170.835578600003,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,56,3,283,1,,,,,1170.8532585999928,1171.8360088999907,1171.8364199600037,1174.337304399989,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,56,4,284,4,,,,,1174.3537774999859,1175.34014439999,1175.3375338599872,1177.8388153999986,t,1,,0.7947155000001658,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,57,0,285,0,,,,,1177.8559314000013,1178.8394361999817,1178.8392700599943,1181.3403410000028,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,57,1,286,2,,,,,1181.3577242000028,1182.3413632999873,1182.3411155599897,1184.842635100009,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,57,2,287,4,,,,,1184.8585750999919,1185.8418029999884,1185.8424983599834,1188.3436605999887,t,1,,0.7393463999906089,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,57,3,288,1,,,,,1188.3602570999938,1189.3453091999982,1189.344332260007,1191.844850399997,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,57,4,289,3,,,,,1191.8620293999847,1192.8452067000035,1192.8453332600038,1195.3463128999865,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,58,0,290,3,,,,,1195.3632557000092,1196.346604499995,1196.3465155599843,1198.8473030999885,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,58,1,291,1,,,,,1198.8641496000055,1199.8481575000042,1199.8485816600005,1202.351988599985,None,1,,,1200.8481891999836,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,58,2,292,4,,,,,1202.3660388999851,1203.3329916000075,1203.3329689600068,1205.8344350999978,t,1,,0.773934900003951,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,58,3,293,2,,,,,1205.8506635999947,1206.8346432999824,1206.8352320600097,1209.3355601000076,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,58,4,294,0,,,,,1209.3528746000084,1210.3352464000054,1210.3355035600107,1212.8369120999996,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,59,0,295,3,,,,,1212.8540197999973,1213.8394205000077,1213.8372155600082,,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,59,1,296,1,,,,,1216.3549601999985,1217.338757599995,1217.3392455600115,1219.8423881999915,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,59,2,297,2,,,,,1219.8570818000007,1220.840326799982,1220.8410397599946,1223.3413852000085,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,1000,,,,,59,3,298,0,,,,,1223.358854399994,1224.3420666999882,1224.3421457600052,1226.8432087999827,None,1,,,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,,,,,59,4,299,4,,,,,1226.8602456999943,1227.843779799994,1227.84352486,1230.3447609999857,t,1,,0.8219936999958009,,,,,,,,,,,,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230.36237290001,1233.3455264999939,1233.362520900002,e,7.161947699991288,elpida_20_10_23,home_hugin04,2023-10-20_13h06.03.521,Oddball_task,2022.2.5,59.92739197015648,
