trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,fixation.stopped,FixDur,response.keys,response.corr,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,2,2,10,2,,,,,63.615092399995774,64.61460339999758,64.61429564999125,66.61419079999905,67.23043659998802,3.5841768187266796,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,2,3,11,3,,,,,67.23043659998802,68.21737519999442,68.21481014998571,70.23212209998746,71.21521159999247,3.97218932550791,None,0,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,3,0,12,1,,,,,71.21521159999247,72.21509849998984,72.2146052499971,74.21566199998779,74.98103269998683,3.751287475214552,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,3,1,13,0,,,,,74.98103269998683,75.98172429999977,75.98064424999174,77.98103349999292,80.29873979999684,5.307402056039782,None,1,76.98058809999202,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,3,2,14,3,,,,,80.29873979999684,81.29757309998968,81.29710084999678,83.29838429999654,84.9974993999931,4.6901301073784065,None,0,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,3,3,15,2,,,,,84.9974993999931,85.99742409998726,85.99755154999147,87.99777579998772,89.2159044,4.217065655715062,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,4,0,16,3,,,,,89.2159044,90.21402179999859,90.21365604998718,92.21368589998747,91.39744399998744,2.181139436991847,None,0,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,4,1,17,2,,,,,92.21368589998747,93.21394509999664,93.21388884999905,95.21357419999549,95.31359549998888,3.099670416416286,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,4,2,18,1,,,,,95.31359549998888,96.31510609999532,96.31394894999684,98.33152819999668,98.29736139999295,2.968936221425885,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,4,3,19,0,,,,,98.33152819999668,99.33206129999598,99.33199614998884,101.33271449999302,103.08665509999264,4.734820140345927,None,1,100.33219479999389,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,5,0,20,0,,,,,103.08665509999264,104.06435749999946,104.06369344998674,106.06395469998824,107.49832689999312,4.399662534717955,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,5,1,21,3,,,,,107.49832689999312,108.49747309999657,108.49707594999344,110.49791649999679,111.6306091999868,4.117244373734698,None,0,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,5,2,22,2,,,,,111.6306091999868,112.6304061999981,112.63068544999405,114.6316630999936,116.7475689999992,5.108514149095316,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,5,3,23,1,,,,,116.7475689999992,117.73315749999892,117.73212784999632,119.74875439998868,119.98178819999157,3.224858382282082,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,6,0,24,2,,,,,119.98178819999157,120.98117139999522,120.9809870499972,122.98168739999528,124.93114739999874,4.934036617903128,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,6,1,25,3,,,,,124.93114739999874,125.9315748999943,125.93108524998533,127.93128509999951,129.31419169998844,4.369577563744919,None,0,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,6,2,26,0,,,,,129.31419169998844,130.31423119999818,130.31417124998697,132.31532049999805,134.79747929998848,5.481019796674722,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,6,3,27,1,,,,,134.79747929998848,135.79919039999368,135.79912064999516,137.81583469999896,138.40303370000038,3.601919326551256,None,1,136.79907119998825,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,7,0,28,1,,,,,138.40303370000038,139.40019849999226,139.39868704998807,141.4013627999957,142.33274759999767,3.9131214254747584,None,1,140.3983908999944,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,7,1,29,2,,,,,142.33274759999767,143.3316286999907,143.3318993499939,145.33253019998665,146.39854199999536,4.065102898949023,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,7,2,30,3,,,,,146.39854199999536,147.39757549999922,147.39757244999927,149.39892859999964,150.39796919999935,3.989558074859154,None,0,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,7,3,31,0,,,,,150.39796919999935,151.39792149999994,151.39754794998734,153.39790109999012,153.9647316999908,3.5659937718813244,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,8,0,32,3,,,,,153.9647316999908,154.96445429998857,154.96542364998604,156.9643936999928,156.38128249999136,2.4118767327381607,None,0,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,8,1,33,2,,,,,156.9643936999928,157.96487319999142,157.96453714998788,159.96482839999953,161.8823737999919,4.901750984389205,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,8,2,34,0,,,,,161.8823737999919,162.88137239999196,162.88109084999596,164.88144389999798,164.49914469999203,2.612140794399377,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,8,3,35,1,,,,,164.88144389999798,165.8821988999989,165.88115844998683,167.88140319999366,167.19868689999566,2.303271709429173,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,9,0,36,3,,,,,167.88140319999366,168.88322739998694,168.8810338499985,170.89804469999217,170.2322901999869,2.346382448916556,None,0,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,9,1,37,2,,,,,170.89804469999217,171.88516979999258,171.8839583499881,173.89870409999276,174.46598699998867,3.5540803985153184,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,9,2,38,0,,,,,174.46598699998867,175.46484169999894,175.46462964999373,177.46544169999834,177.41522759999498,2.9410111488125774,None,1,,,001,2023-11-02_10h22.57.737,Oddball_task,2022.2.5,59.76900475190411,
,,,,,,,,,,,,177.46544169999834,178.465867299994,178.46566934999427,180.48135719999846,,,,,179.46555519998947,,,,,,,
