trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,fixation.stopped,response.stopped,FixDur,response.keys,response.corr,response.rt,sound_1.stopped,thank_you.started,thank_you.stopped,exit_exp.started,exit_exp.keys,exit_exp.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,60.613009699998656,60.613009699998656,space,21.122097799991025,,,,,,,,,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,0,0,0,2,,,,,81.77805249998346,82.74524799999199,82.7452152799815,84.0125388999877,84.74538959999336,2.228518873611187,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,0,1,1,3,,,,,84.74538959999336,85.74548660000437,85.74521257999004,87.46158730000025,87.7455631000048,2.715014538637519,t,1,1.1017423000012059,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,0,2,2,0,,,,,87.7455631000048,88.74561829998856,88.74601477998658,90.71198699998786,90.74535459998879,2.954104239824556,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,0,3,3,1,,,,,90.74535459998879,91.74510479997844,91.7456346800027,94.4611912999826,93.74540739998338,3.7154622135776556,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,1,0,4,1,,,,,94.4611912999826,95.4625195999979,95.46182167998631,97.19552459998522,97.46287359998678,2.721093178972561,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,1,1,5,0,,,,,97.46287359998678,98.46184999999241,98.46198327999446,101.01187849999405,100.48260469999514,3.546784324308052,None,1,,99.46218499998213,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,1,2,6,3,,,,,101.01187849999405,102.01182329998119,102.0119809799944,104.0961157999991,104.01204859997961,3.073990808358942,t,1,0.8671780000149738,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,1,3,7,2,,,,,104.0961157999991,105.09571649998543,105.09560748000513,106.14516909999656,107.09558619998279,2.04760870267974,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,2,0,8,0,,,,,107.09558619998279,108.0960021999781,108.09535148000577,109.77868220000528,110.09536569999182,2.671041245572256,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,2,1,9,3,,,,,110.09536569999182,111.09521279999171,111.09506247998797,112.97907519998262,113.09583949999069,2.878983211346474,t,1,0.9196416999911889,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,2,2,10,1,,,,,113.09583949999069,114.09563219998381,114.09518678000313,116.44641529998626,116.095345299982,3.3452742777757383,None,1,,115.09588439998333,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,2,3,11,2,,,,,116.44641529998626,117.44570409998414,117.44545277999714,119.89524769998388,119.44544129999122,3.440656858428931,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,3,0,12,2,,,,,119.89524769998388,120.89708880000398,120.89668777998304,122.39547230000608,122.9123077999975,2.4951898673772814,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,3,1,13,1,,,,,122.9123077999975,123.91357229999267,123.91238167998381,125.84553969997796,125.92871399997966,2.9187903419271186,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,3,2,14,0,,,,,125.92871399997966,126.92930570000317,126.92948547998094,128.31238970000413,128.92864939998253,2.379504125271305,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,3,3,15,3,,,,,128.92864939998253,129.92984359999537,129.93006477999734,131.3620232999965,131.92856109997956,2.43130463406105,t,1,0.8935568000015337,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,4,0,16,0,,,,,131.92856109997956,132.92976259998977,132.92956017999677,134.41211340000154,134.929421799985,2.4804426690276498,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,4,1,17,1,,,,,134.929421799985,135.92874249999295,135.92928857999505,137.37909879998188,137.9285600000003,2.44348068743908,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,4,2,18,3,,,,,137.9285600000003,138.91226680000545,138.91340617998503,140.86196009998093,140.91235119997873,2.9207853345453314,t,1,0.855384900001809,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,4,3,19,2,,,,,140.91235119997873,141.91288129999884,141.91364857999724,143.3958735000051,143.9288658000005,2.4695281251756187,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,5,0,20,2,,,,,143.9288658000005,144.92911050000112,144.928617580008,147.47881199998665,146.92867090000072,3.5487975043185465,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,5,1,21,3,,,,,147.47881199998665,148.4786152000015,148.47847718000412,149.99563550000312,150.4785820999823,2.513168007796221,t,1,0.8165015999984462,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,5,2,22,1,,,,,150.4785820999823,151.47923569998238,151.47890837999876,152.84623319999082,153.4801411999797,2.3608198410811454,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,5,3,23,0,,,,,153.4801411999797,154.47899549998692,154.47916397999506,157.02999739997904,156.47850919998018,3.541435077723381,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,6,0,24,2,,,,,157.02999739997904,158.02879949999624,158.02919907998876,159.42919860000256,160.0292564999836,2.3964396100975547,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,6,1,25,3,,,,,160.0292564999836,161.02903129998595,161.0289790800016,162.88012519999756,163.04617260000668,2.8352225685857277,t,1,0.8436129000037909,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,6,2,26,0,,,,,163.04617260000668,164.02913499998976,164.0293505800073,166.0300572999986,166.0300572999986,2.980374246647492,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,6,3,27,1,,,,,166.0300572999986,167.029149399983,167.0298594799824,168.3292131999915,169.02966050000396,2.2943052574596168,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,7,0,28,3,,,,,169.02966050000396,170.02912140000262,170.02918117999798,172.0297131999978,172.0297131999978,2.991335117980182,t,1,0.9304764000116847,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,7,1,29,1,,,,,172.0297131999978,173.0291292000038,173.0294861799921,175.9118989999988,175.02927070000442,3.881391103385943,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,7,2,30,0,,,,,175.9118989999988,176.91357509998488,176.91286568000214,179.3456324999861,178.91231679997873,3.4261105439006787,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,7,3,31,2,,,,,179.3456324999861,180.34546799998498,180.34608687998843,182.22967619998963,182.34555919998093,2.8764539826897986,None,1,,181.34640489998856,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,0,32,1,,,,,182.34555919998093,183.34560460000648,183.34551367998938,185.66251009999542,185.3461333999876,3.305997450847817,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,1,33,0,,,,,185.66251009999542,186.66376440000022,186.66343948000576,188.5810961999814,188.6632166999916,2.9164068360916104,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,2,34,2,,,,,188.6632166999916,189.66237519998685,189.6623074800009,191.64635719999205,191.66232289999607,2.9772196672731024,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,8,3,35,3,,,,,191.66232289999607,192.66291699997964,192.66279427998234,194.86242369998945,194.6625645000022,3.192221488123484,t,1,0.9130795999953989,193.66310849998263,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,0,36,0,,,,,194.86242369998945,195.86245809998945,195.86195038000005,197.5630375999899,197.86279349998222,2.696332709022509,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,9,1,37,3,,,,,197.86279349998222,198.86478350000107,198.86341098000412,201.32991709999624,200.87911589999567,3.4571457484663286,t,1,1.0709678000130225,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,2,38,2,,,,,201.32991709999624,202.3309569999983,202.33046307999757,204.7632526999805,204.3309006000054,3.4291316141282344,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,3,39,1,,,,,204.7632526999805,205.76290659999358,205.76248387998203,207.56344169998192,207.7634746999829,2.7888099826930515,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,0,40,2,,,,,207.7634746999829,208.76382819999708,208.76297198000248,211.14600949999294,210.7629952999996,3.3703436961723465,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,1,41,1,,,,,211.14600949999294,212.1459063999937,212.14561867999146,214.3141604999837,214.14697760000126,3.157266595118168,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,2,42,0,,,,,214.3141604999837,215.3136414999899,215.31259367999155,216.346452400001,217.32929219998186,2.0323664885118484,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,10,3,43,3,,,,,217.32929219998186,218.3129093000025,218.3132988800062,220.9126534999814,220.31246669997927,3.5792992082074813,t,1,0.8865681999886874,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,0,44,0,,,,,220.9126534999814,221.91362340000342,221.91287857998395,224.34638629999245,223.9128060999792,3.4315984217065907,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,11,1,45,3,,,,,224.34638629999245,225.34677149998606,225.34625658000004,227.07955490000313,227.34605180000653,2.724221373629284,t,1,0.9092579999996815,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,2,46,1,,,,,227.34605180000653,228.3462884000037,228.3460804799979,231.1961719999963,230.34641399999964,3.848956893148479,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,3,47,2,,,,,231.1961719999963,232.19665800000075,232.19714617999853,233.41340369998943,234.1966146999912,2.2107058475029104,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,0,48,0,,,,,234.1966146999912,235.196354899992,235.19678008000483,238.00118359999033,237.19591239999863,3.7494420828420454,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,1,49,2,,,,,238.00118359999033,238.96272769998177,238.96285827999236,240.91279659999418,240.96292130000074,2.897983864570973,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,2,50,1,,,,,240.96292130000074,241.96359010000015,241.963303979981,244.14651219997904,243.9636809999938,3.169674439484287,None,1,,242.96279759999015,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,12,3,51,3,,,,,244.14651219997904,245.1469128000026,245.1461471799994,246.36388629997964,247.1465379000001,2.2067262801310985,t,1,0.861249300010968,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,0,52,1,,,,,247.1465379000001,248.14617110000108,248.14618887999677,249.42966520000482,250.14665599999717,2.2797033209573505,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,13,1,53,3,,,,,250.14665599999717,251.14617839999846,251.14668767998228,252.7465286999941,253.1465099999914,2.5904491441450874,t,1,0.8373705000267364,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,2,54,0,,,,,253.1465099999914,254.14644879999105,254.1462632799812,256.6800869999861,256.1473924999882,3.5297262127878772,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,3,55,2,,,,,256.6800869999861,257.68025989999296,257.68042047999916,259.34695680000004,259.68111659999704,2.6641733857765844,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,14,0,56,3,,,,,259.68111659999704,260.68053729998064,260.6799595799821,262.0296199999866,262.680680999998,2.343481993794512,t,1,0.8231588999915402,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,1,57,2,,,,,262.680680999998,263.6797267999791,263.68006007999065,266.3298653999809,265.6796539000061,3.6439343552855954,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,2,58,0,,,,,266.3298653999809,267.32947619998595,267.32972167999833,269.04682550000143,269.33076479999,2.7102397151067086,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,3,59,1,,,,,269.33076479999,270.3305262000067,270.3296249799896,272.89682599998196,272.32976289998624,3.5577777288342,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,15,0,60,2,,,,,272.89682599998196,273.8822215999826,273.88266037998255,276.529892999999,275.8964476999827,3.6243276620434774,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,15,1,61,0,,,,,276.529892999999,277.5309462999867,277.5312384800054,278.83071449998533,279.5296335000021,2.2979471842901376,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,15,2,62,3,,,,,279.5296335000021,280.53098989999853,280.53106578000006,283.4295860999846,282.535867300001,3.8980723157055044,t,1,0.9016999000159558,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,15,3,63,1,,,,,283.4295860999846,284.4304305999831,284.4302392799873,286.8639000999974,286.4299265999871,3.433873331704147,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,16,0,64,3,,,,,286.8639000999974,287.86410340000293,287.86320888000773,290.13019820000045,289.8645191999967,3.2600670758546864,t,1,0.7844104999967385,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,16,1,65,2,,,,,290.13019820000045,291.1306098999921,291.1305184800003,293.98005849999026,293.1306723000016,3.8471784371420537,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,16,2,66,0,,,,,293.98005849999026,294.9801072999835,294.97996967998915,297.4971510999894,296.9799304000044,3.5037297121869906,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,16,3,67,1,,,,,297.4971510999894,298.49651120000635,298.4966358800011,301.5002029000025,300.4976386000053,3.96053248074921,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,17,0,68,2,,,,,301.5002029000025,302.4639843000041,302.46365777999745,305.18147229999886,304.4636070999841,3.671101554451994,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,17,1,69,3,,,,,305.18147229999886,306.1800100999826,306.1803626799956,308.68043399997987,308.1811516000016,3.486568315044078,t,1,0.7815212999994401,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,17,2,70,1,,,,,308.68043399997987,309.68048109998927,309.6804514800024,310.8468845000025,311.6799658999953,2.1517651938245077,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,17,3,71,0,,,,,311.6799658999953,312.679781999992,312.6801615800068,314.0807477000053,314.6813166999782,2.391159596712069,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,18,0,72,3,,,,,314.6813166999782,315.68062030000146,315.68117177998647,317.8634739999834,317.68032459999085,3.168090586705044,t,1,0.7525231000036001,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,18,1,73,1,,,,,317.8634739999834,318.8489833000058,318.8492602799961,321.31352339999285,320.84697280000546,3.436238345077192,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,18,2,74,0,,,,,321.31352339999285,322.3133721000049,322.3133133800002,324.77982629998587,324.3131674999895,3.4583180287923967,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,18,3,75,2,,,,,324.77982629998587,325.78049179998925,325.78017117999843,328.5814417999936,327.78036419997807,3.7949689639801485,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,19,0,76,2,,,,,328.5814417999936,329.58036419999553,329.5807090800081,331.31389469999704,331.5804152000055,2.7225505894612603,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,19,1,77,0,,,,,331.5804152000055,332.5806011999957,332.58035007998114,334.3965911999985,334.58030149998376,2.8119400580327847,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,19,2,78,3,,,,,334.58030149998376,335.58050589999766,335.580868680001,337.0304329999781,337.5809988999972,2.446714083088095,t,1,0.7801271000062115,336.58009579998907,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,19,3,79,1,,,,,337.5809988999972,338.58069069997873,338.58028078000643,341.0466557999898,340.5807634999801,3.4616514486872516,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,20,0,80,0,,,,,341.0466557999898,342.04662239999743,342.0463411799865,344.2473643999838,344.0477018999809,3.1866422805868098,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,20,1,81,1,,,,,344.2473643999838,345.24694789998466,345.24689557999955,347.6307947000023,347.2477627999906,3.3762068306093838,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,20,2,82,2,,,,,347.6307947000023,348.63035419999505,348.63028608000604,351.3472935000027,350.6304518999823,3.707235741504227,None,1,,,,,,,,elpida_25_10_23,001,2023-10-25_16h39.30.564,Oddball_task,2022.2.5,60.11501204200864,
