trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation_cross.started,response.started,sound_1.started,response.stopped,fixation_cross.stopped,FixDur,response.keys,response.corr,response.rt,sound_1.stopped,thank_you.started,exit_exp.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,16.625997200026177,16.625997200026177,space,40.45061409997288,,,,,,,,,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,0,0,0,1,,,,,57.11151890002657,58.077846799977124,58.07923950001132,60.077498300001025,61.641640899993945,4.522776975276199,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,0,1,1,3,,,,,61.641640899993945,62.641989000025205,62.63956579999067,64.65476990002207,64.30593969998881,2.655327713899197,t,1,1.4363577999756671,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,0,2,2,2,,,,,64.65476990002207,65.65384450001875,65.65569190002279,67.6525346999988,67.48625600000378,2.826677661624393,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,0,3,3,0,,,,,67.6525346999988,68.65082749997964,68.65269209999823,70.64942199998768,70.21766889997525,2.556995536321969,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,1,0,4,2,,,,,70.64942199998768,71.63191509997705,71.63637400001753,73.64594529999886,74.54602770000929,3.890354036325415,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,1,1,5,3,,,,,74.54602770000929,75.54532969999127,75.54681509997462,77.54371870000614,79.27542740001809,4.717570966700418,t,1,1.3932331000105478,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,1,2,6,1,,,,,79.27542740001809,80.27335560001666,80.27823949997546,82.27233170002,83.47313549998216,4.190343231417323,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,1,3,7,0,,,,,83.47313549998216,84.4525320000248,84.45614649998024,86.45074130001012,86.66849110001931,3.181631484997458,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,2,0,8,0,,,,,86.66849110001931,87.66745910001919,87.6663633000222,89.68077889998676,89.21876999997767,2.5393022571187327,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,2,1,9,2,,,,,89.68077889998676,90.68003310001222,90.68119870000518,92.68095529999118,93.8638066999847,4.176047749735732,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,2,2,10,1,,,,,93.8638066999847,94.86082449997775,94.85949020002735,96.87475209997501,96.72643039998366,2.852018986133711,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,2,3,11,3,,,,,96.87475209997501,97.87444929999765,97.87569929999299,99.88964230002603,100.58959310001228,3.7065620730518702,t,1,1.3177733999909833,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,3,0,12,3,,,,,100.58959310001228,101.57209600001806,101.57234360000584,103.58815849997336,104.80307419999735,4.209032738419743,t,1,0.8101301999995485,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,3,1,13,2,,,,,104.80307419999735,105.78458610002417,105.7847205000231,107.7832008000114,107.76742920000106,2.948347211622867,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,3,2,14,1,,,,,107.7832008000114,108.78098819998559,108.7803162000142,110.7837118000025,110.87798729998758,3.0801241734494855,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,3,3,15,0,,,,,110.87798729998758,111.8789179000305,111.87861979999579,113.89280680002412,113.26391450001393,2.373762197538306,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,4,0,16,3,,,,,113.89280680002412,114.87466349999886,114.87698790002614,116.8729174999753,117.83838690002449,3.945935075067252,t,1,0.5350306999753229,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,4,1,17,2,,,,,117.83838690002449,118.83824140002253,118.83731039999984,120.8516409000149,119.98711190000176,2.1409373489516983,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,4,2,18,1,,,,,120.8516409000149,121.85198129998753,121.85209740002173,123.86692499998026,124.76566809997894,3.907149475061457,None,1,,122.85114669997711,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,4,3,19,0,,,,,124.76566809997894,125.76506240002345,125.76513290000148,127.779242300021,128.81153880001511,4.044919552530459,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,5,0,20,0,,,,,128.81153880001511,129.81214539997745,129.81057479997398,131.8287229000125,133.1760193000082,4.355878202373317,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,5,1,21,3,,,,,133.1760193000082,134.17384499998298,134.17272749999537,136.17135409999173,137.286800700007,4.109835663603783,t,1,0.8918740000226535,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,5,2,22,2,,,,,137.286800700007,138.2867937000119,138.28611030001193,140.30101140000625,142.10078929999145,4.803094753065149,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,5,3,23,1,,,,,142.10078929999145,143.0808899999829,143.08328609997406,145.08058329997584,144.6479814000195,2.5423736340504277,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,6,0,24,2,,,,,145.08058329997584,146.07870509999339,146.07959160001482,148.07870190002723,148.51138610002818,3.428623949784611,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,6,1,25,0,,,,,148.51138610002818,149.5089147000108,149.50972200001124,151.5244229999953,151.70695530000376,3.1867381782256023,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,6,2,26,3,,,,,151.70695530000376,152.69076209998457,152.69217909997096,154.7044039000175,156.00238169997465,4.291167013223699,t,1,0.6746119000017643,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,6,3,27,1,,,,,156.00238169997465,157.00133410003036,157.0031313000014,158.99959219997982,159.65057519997936,3.6329682283443474,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,7,0,28,1,,,,,159.65057519997936,160.6493383999914,160.6493134999997,162.6627082999912,163.562339600001,3.90955592869995,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,7,1,29,2,,,,,163.562339600001,164.56323799997335,164.56185459999833,166.56109029997606,168.508141600003,4.931951056516913,None,1,,165.56147409998812,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,7,2,30,3,,,,,168.508141600003,169.50791009998647,169.50614789997925,171.52192069997545,171.65568050002912,3.1331658992725244,t,1,0.5429720000247471,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,7,3,31,0,,,,,171.65568050002912,172.65427890000865,172.65531859997427,174.67004739999538,175.78647589997854,4.116446586748188,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,8,0,32,3,,,,,175.78647589997854,176.78479260002496,176.78854719999944,178.7820779000176,180.732129800017,4.931782356767948,t,1,0.9638357000076212,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,1,33,0,,,,,180.732129800017,181.7290191000211,181.7308816000237,183.72816509997938,184.85980299999937,4.12738556996992,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,2,34,1,,,,,184.85980299999937,185.8577840999933,185.85903539999853,187.85603540000739,187.52452709997306,2.6632460125841155,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,8,3,35,2,,,,,187.85603540000739,188.84054290002678,188.84373350001405,190.8529445999884,191.75336149998475,3.884626193914064,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,0,36,2,,,,,191.75336149998475,192.75283110002056,192.75317930001765,194.75199309998425,194.43516870000167,2.675548542183037,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,1,37,0,,,,,194.75199309998425,195.74933700001566,195.75005539997946,197.76508310000645,198.93060369999148,4.168013070906797,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,9,2,38,1,,,,,198.93060369999148,199.91131980001228,199.9130781999789,201.9270626999787,201.9788975000265,3.0447468737337546,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,9,3,39,3,,,,,201.9788975000265,202.95950629998697,202.96004860000684,204.9574144000071,205.3111682999879,3.32455329771468,t,1,0.5354994999943301,203.95759170001838,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,0,40,0,,,,,205.3111682999879,206.3064846000052,206.30648960000835,208.32110569998622,210.13707830000203,4.821396164319787,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,10,1,41,3,,,,,210.13707830000203,211.13577320001787,211.1347231000196,213.14934080000967,214.06463490001624,3.929804624556364,t,1,0.7196137999999337,212.13659880001796,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,2,42,1,,,,,214.06463490001624,215.065563799988,215.0647026999737,217.07900720002363,218.39434950001305,4.327519241539921,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,10,3,43,2,,,,,218.39434950001305,219.39335259998916,219.39404080001404,221.39222979999613,220.64490259997547,2.2383621685044837,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,0,44,2,,,,,221.39222979999613,222.39188160002232,222.39003470001043,224.40745519998018,224.1219297000207,2.720474634334274,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,1,45,0,,,,,224.40745519998018,225.40517560002627,225.40556710000382,227.40345839998918,227.8020955999964,3.3923848807183115,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,11,2,46,3,,,,,227.8020955999964,228.80230510002002,228.80178810000652,230.81601890001912,230.35063020000234,2.543464310243812,t,1,0.6491428999579512,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,11,3,47,1,,,,,230.81601890001912,231.81679840001743,231.8168776000035,233.83068970002932,234.4469430000172,3.6297873027446923,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,0,48,1,,,,,234.4469430000172,235.42895109998062,235.43019830001285,237.44444510003086,239.10996299999533,4.659126775599097,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,12,1,49,3,,,,,239.10996299999533,240.10735270002624,240.1085681999917,242.12226909998572,241.4909746000194,2.368613449140323,t,1,1.1473483999725431,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,2,50,0,,,,,242.12226909998572,243.1211363999755,243.12485260000685,245.11936120002065,246.26867319998564,4.138195446297637,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,12,3,51,2,,,,,246.26867319998564,247.26711050001904,247.26839760000584,249.26525180001045,250.93162089999532,4.657143990481623,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,0,52,1,,,,,250.93162089999532,251.92955539998366,251.93109990000957,253.92956810002215,254.69552900001872,3.74998758333473,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,13,1,53,3,,,,,254.69552900001872,255.69452670001192,255.69394569997675,257.7126749000163,257.82579789997544,3.119111098977867,t,1,0.4940919999498874,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,2,54,2,,,,,257.82579789997544,258.8238130999962,258.82323489998237,260.83879790001083,260.03975569998147,2.2127046710336624,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,13,3,55,0,,,,,260.83879790001083,261.8368086999981,261.83762610001725,263.8531151000061,264.86723370000254,4.020973475705297,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,0,56,1,,,,,264.86723370000254,265.8693561999826,265.8660779000144,267.88226470001973,268.5655397999799,3.6990681500569615,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,14,1,57,2,,,,,268.5655397999799,269.5627318000188,269.5642447999795,271.57858590001706,273.2269572999794,4.661720108023474,None,1,,,,,,,001,2023-11-08_16h37.04.537,Oddball_task,2022.2.5,None,
