trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.stopped,fixation.stopped,FixDur,response.keys,response.corr,response.rt,sound_1.stopped,thank_you.started,thank_you.stopped,exit_exp.started,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,43,0,172,2,,,,,600.3085934999981,601.2914098000037,601.292725390011,603.2905731000064,603.1568316000048,2.846456556750356,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,43,1,173,0,,,,,603.2905731000064,604.2914261999977,604.292522290007,606.2911062000057,606.4912058000045,3.1919864647519223,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,43,2,174,3,,,,,606.4912058000045,607.4912659999973,607.4920051900102,609.4905239000072,610.0896340000036,3.5823649776216033,t,1,0.8955489999789279,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,43,3,175,1,,,,,610.0896340000036,611.0774063999997,611.075810890003,613.0908747000067,613.2420284000109,3.147397841228046,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,44,0,176,2,,,,,613.2420284000109,614.2401523000008,614.2394029900009,616.2406516000046,616.7565260999982,3.5103958310612864,None,1,,615.2410750999989,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,44,1,177,1,,,,,616.7565260999982,617.7565888000099,617.7580544900105,619.7559748000058,619.0257890000066,2.2608860768511905,None,1,,618.7580804000027,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,44,2,178,0,,,,,619.7559748000058,620.7564622000064,620.7582775900067,622.7563449000008,622.2410821000085,2.4848779524464506,None,1,,621.7568268000032,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,44,3,179,3,,,,,622.7563449000008,623.7563852000021,623.7564354900081,625.757163000002,625.508665100002,2.73957751983231,t,1,0.8745362999907229,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,45,0,180,3,,,,,625.757163000002,626.7562451999984,626.7570407900042,628.7557263000053,628.3395014999987,2.5699313078460326,t,1,0.9013097999850288,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,45,1,181,1,,,,,628.7557263000053,629.7584057000058,629.7570546900082,631.7564336000069,632.4402816000074,3.6844661603284514,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,45,2,182,2,,,,,632.4402816000074,633.4227541,633.4237935900004,635.4216796999972,634.6741585999989,2.2287362823846477,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,45,3,183,0,,,,,635.4216796999972,636.4226691000076,636.4232259900003,638.4218585000053,638.8393610000057,3.4078533887294227,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,46,0,184,3,,,,,638.8393610000057,639.8403041999991,639.838964990004,641.8404523000063,641.4546492000081,2.6177689721519988,t,1,1.185107599987532,640.8411838000029,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,46,1,185,0,,,,,641.8404523000063,642.8398748000036,642.8390323900079,644.8547983000026,644.489115000004,2.6501778345049076,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,46,2,186,1,,,,,644.8547983000026,645.855616300003,645.8557941900057,647.8550306000107,647.2726290999999,2.4169449027360077,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,46,3,187,2,,,,,647.8550306000107,648.8551604000095,648.8556914900095,650.8552934000036,650.3059609000047,2.448937333708918,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,47,0,188,3,,,,,650.8552934000036,651.855501099999,651.8553668900116,653.8550717000035,654.6877912000054,3.831580542386983,t,1,1.0307216999790398,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,47,1,189,2,,,,,654.6877912000054,655.6886668000079,655.6894731900087,657.6887582000054,657.2722123999993,2.582804069842499,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,47,2,190,1,,,,,657.6887582000054,658.689423600008,658.6892486900018,660.6891613000043,661.0875652000104,3.3927840538345064,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,47,3,191,0,,,,,661.0875652000104,662.0878358000045,662.0889716900114,664.0891543000034,664.7215531999973,3.629214876378452,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,48,0,192,3,,,,,664.7215531999973,665.7213876000023,665.7216702900026,667.7209709000017,668.4719525999972,3.7479914350949644,t,1,0.9773643999942578,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,48,1,193,0,,,,,668.4719525999972,669.4571394000086,669.4573755900041,671.4713525999978,671.0555855999992,2.577782863451297,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,48,2,194,2,,,,,671.4713525999978,672.4703824000026,672.4702984900053,674.471999500005,675.3875370000023,3.916932285400632,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,48,3,195,1,,,,,675.3875370000023,676.3879061000043,676.3888493899998,678.3860881,678.6549950000044,3.255653201666837,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,49,0,196,1,,,,,678.6549950000044,679.6535979000037,679.6536590900054,681.6541634000023,681.0369228000054,2.376724762182879,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,49,1,197,3,,,,,681.6541634000023,682.674402500008,682.6589736900045,684.6875499000016,685.3367306,3.681827061019931,t,1,0.7224432999937562,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,49,2,198,0,,,,,685.3367306,686.3380928000115,686.3406737900062,688.3373624000087,687.8866697000049,2.5424434146151516,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,49,3,199,2,,,,,688.3373624000087,689.3371730000072,689.3369770900011,691.3361416000116,691.1370649000019,2.7958418288992144,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,50,0,200,0,,,,,691.3361416000116,692.3357954000094,692.3364245899996,694.3361732000049,693.8033703999972,2.454609100762706,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,50,1,201,1,,,,,694.3361732000049,695.3356075000047,695.3380934900036,697.3505835000105,696.8706542,2.523078593400318,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,50,2,202,2,,,,,697.3505835000105,698.3385447000037,698.3373349900052,700.3527604999981,699.402556800007,2.0427906022885756,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,50,3,203,3,,,,,700.3527604999981,701.3537718000007,701.3547493900099,703.3527302000002,704.2858168000093,3.924576894234211,t,1,1.3632092999760062,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,51,0,204,0,,,,,704.2858168000093,705.2849959000014,705.2851780900077,707.2864981000021,707.0201808999991,2.7277745107118827,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,51,1,205,2,,,,,707.2864981000021,708.2864392000047,708.2864601900059,710.2854386000108,710.0027750000008,2.7150335974359403,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,51,2,206,3,,,,,710.2854386000108,711.286096900003,711.2858873900099,713.2858636000019,712.4853193000017,2.2006072367004865,t,1,0.8995551999978488,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,51,3,207,1,,,,,713.2858636000019,714.2854828999989,714.2853658900116,716.284994600006,715.536170300009,2.2376875152545384,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,52,0,208,1,,,,,716.284994600006,717.2871729000035,717.2862004900074,719.3021701000107,718.7515260000073,2.4637124868519598,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,52,1,209,3,,,,,719.3021701000107,720.3020644000062,720.3010479900098,722.3024386000034,721.4693121000018,2.1625091526562614,t,1,1.029721899991273,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,52,2,210,2,,,,,722.3024386000034,723.3012229000014,723.3008000899994,725.3024151999998,726.1516199000034,3.820586843262441,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,52,3,211,0,,,,,726.1516199000034,727.1355161000101,727.1347333900034,729.1517600000079,728.2182031999982,2.05627151540012,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,53,0,212,1,,,,,729.1517600000079,730.1513655000017,730.1519833900078,732.152685100009,731.6015095000039,2.44641276750089,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,53,1,213,3,,,,,732.152685100009,733.1508845000062,733.1511488900127,735.1505670000042,734.9176188999991,2.753115562048505,t,1,1.397457300001406,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,53,2,214,2,,,,,735.1505670000042,736.1512600999995,736.1524455900056,738.1505297000112,737.2829782000044,2.1276872524785486,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,53,3,215,0,,,,,738.1505297000112,739.1511448000092,739.15189959001,741.1516848000028,741.6338125000038,3.4796803538211813,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,54,0,216,3,,,,,741.6338125000038,742.6338472000061,742.632891590007,744.6334895000036,744.3341306000075,2.700085123123129,t,1,0.7220466999860946,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,54,1,217,2,,,,,744.6334895000036,745.6167145000072,745.6178657900003,747.6168700999988,746.6502935000026,2.0071976947731027,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,54,2,218,0,,,,,747.6168700999988,748.6175689000083,748.6166377900066,750.6162698999979,750.4993325000105,2.8783675917659046,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,54,3,219,1,,,,,750.6162698999979,751.6173062000016,751.6178435900059,753.6164764999994,752.6329205000075,2.0129653236680074,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,55,0,220,1,,,,,753.6164764999994,754.6160086000018,754.6167912900113,756.616752300004,756.9001399000117,3.274187608293749,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,55,1,221,0,,,,,756.9001399000117,757.8989213000023,757.8996689900072,759.9005513000011,758.9990902999998,2.09940233122762,None,1,,758.9003306000086,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,55,2,222,3,,,,,759.9005513000011,760.8995074999984,760.9005804900065,762.8992541000043,763.8842405000032,3.974710104113123,t,1,0.7562748999771429,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,55,3,223,2,,,,,763.8842405000032,764.8831402000069,764.8832456900112,766.8840794999996,766.4494263000088,2.5498834288096175,None,1,,765.8843219999981,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,56,0,224,1,,,,,766.8840794999996,767.8839990999986,767.8832466900043,769.8999021000054,769.6656906999997,2.7824189964563444,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,56,1,225,0,,,,,769.8999021000054,770.8984673000086,770.9001352900071,772.8981561999972,773.3988342000084,3.4975190555276905,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,56,2,226,3,,,,,773.3988342000084,774.3991485000006,774.3994744900104,776.3982012000051,775.9325011000037,2.5216167213201164,t,1,0.8387886999844341,775.3985164000042,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,56,3,227,2,,,,,776.3982012000051,777.3996455000015,777.3994780900088,779.4148657000042,778.7312822000094,2.3323613766976456,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,57,0,228,0,,,,,779.4148657000042,780.3982652999985,780.3998057900011,782.3990251000068,781.5994465999975,2.1765542136233855,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,57,1,229,1,,,,,782.3990251000068,783.3985742000077,783.3991059899985,785.3982655,785.6650763000071,3.2592609558130756,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,57,2,230,3,,,,,785.6650763000071,786.6650584000017,786.6662888900013,788.6651467000047,789.0985512000043,3.4280780639070367,t,1,0.6427267999824835,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,57,3,231,2,,,,,789.0985512000043,790.0977004000015,790.0990344900041,792.1007709999976,792.6153695000103,3.5140909869339234,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,58,0,232,0,,,,,792.6153695000103,793.6159562000103,793.6136449900063,795.6209668000083,796.4986754999991,3.8739579375669755,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,58,1,233,2,,,,,796.4986754999991,797.4989251000079,797.497851890001,799.5144833000086,800.4471215000085,3.943118517722281,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,58,2,234,1,,,,,800.4471215000085,801.447931200004,801.4480351900114,803.4473306,804.1650525000005,3.7020406546419236,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,58,3,235,3,,,,,804.1650525000005,805.164728600008,805.1637986900008,807.1657613999996,806.5644899000035,2.3866712245303967,t,1,0.9570263999921735,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,59,0,236,3,,,,,807.1657613999996,808.1639800999983,808.1638579900012,810.2013940000033,811.0468390000024,3.8678016916766573,t,1,0.8729166999983136,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,59,1,237,0,,,,,811.0468390000024,812.046109700008,812.0472151900016,814.0458227000054,813.8635058000073,2.8077481631433168,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,59,2,238,2,,,,,814.0458227000054,815.0454847000074,815.0460347900065,817.0485549000005,817.2978564000077,3.2509682234746897,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,59,3,239,1,,,,,817.2978564000077,818.2980498000106,818.2967904899982,820.3133722000057,819.9141441000102,2.6156389448572703,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,60,0,240,0,,,,,820.3133722000057,821.3130363000091,821.3140718900089,823.3122756000084,823.431199300001,3.102880584940213,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,60,1,241,3,,,,,823.431199300001,824.4297436000052,824.4298684900117,826.4300053000043,826.3638905000116,2.920592847491185,t,1,0.9011566999834031,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,60,2,242,1,,,,,826.4300053000043,827.4137886000099,827.4147233899988,829.4131673000084,829.2630575000076,2.821535467192287,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,60,3,243,2,,,,,829.4131673000084,830.3975058000069,830.3977760900001,832.3984543000115,832.8614341000066,3.4239457028493283,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,61,0,244,2,,,,,832.8614341000066,833.8465613000008,833.8464548900068,835.861896500006,835.8945609000075,3.021946601492793,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,61,1,245,1,,,,,835.8945609000075,836.8798990000068,836.8806649900056,838.8798064000002,838.0293815000041,2.122772902883357,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,61,2,246,3,,,,,838.8798064000002,839.8783953000093,839.879023690008,841.8796085000067,841.8131079000013,2.920697926697381,t,1,0.9971576999960234,840.8780677000032,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,61,3,247,0,,,,,841.8796085000067,842.8787850000081,842.880535090006,844.8792315000028,844.8792315000028,2.987769900573559,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,62,0,248,3,,,,,844.8792315000028,845.8625508999976,845.8639353900056,847.8617918000091,847.7459144000022,2.8592845270807414,t,1,0.8340708999894559,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,62,1,249,0,,,,,847.8617918000091,848.8620692000113,848.8625540900088,850.8613119000074,851.2109441000066,3.3463450165897344,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,62,2,250,2,,,,,851.2109441000066,852.1944044999982,852.1961311900071,854.1957641000045,855.077792000011,3.860021352198884,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,62,3,251,1,,,,,855.077792000011,856.0786386000109,856.0779582900126,858.0937425000011,858.2788751000044,3.1973590212802434,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,63,0,252,3,,,,,858.2788751000044,859.2616620000044,859.2619974899993,861.2623721999989,860.7267207000114,2.4336036987224787,t,1,0.9258982999890577,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,63,1,253,2,,,,,861.2623721999989,862.2612235999986,862.2610151899993,864.2606788999983,864.4601298000052,3.1968417800016105,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,63,2,254,0,,,,,864.4601298000052,865.4604221000045,865.4626351900064,867.4602771000064,868.4111717000051,3.9487579053261603,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,63,3,255,1,,,,,868.4111717000051,869.4109415999992,869.4104599900005,871.4108494000102,871.7097637000115,3.2849014493969353,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,64,0,256,2,,,,,871.7097637000115,872.6948660000053,872.6955330900076,874.7106308000075,875.5936232000095,3.873469916527231,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,64,1,257,3,,,,,875.5936232000095,876.594019600001,876.5959115900026,878.5943090000073,878.5118855000037,2.911775112982251,t,1,0.7537917999870842,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,64,2,258,1,,,,,878.5943090000073,879.5936857000052,879.5939609900073,881.6092784000066,882.5595844000054,3.959109832989018,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,64,3,259,0,,,,,882.5595844000054,883.5599508000014,883.5605685900067,885.559482800003,886.0774298000033,3.5179412373198877,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,65,0,260,2,,,,,886.0774298000033,887.078754800008,887.0774245900087,889.0924662000034,889.726411399999,3.636722230977141,None,1,,,,,,levi,001,2023-10-27_12h24.55.145,Oddball_task,2022.2.5,59.94391647561336,
