trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,fixation.stopped,response.stopped,FixDur,response.keys,response.corr,sound_1.stopped,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,18,1,73,2,,,,,351.734942199997,352.73523099999875,352.7350001099927,357.1673972999997,354.7341301999986,5.433048712581094,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,18,2,74,1,,,,,357.1673972999997,358.15108849998796,358.1522928099963,362.2011954999907,360.1506898999942,5.033497036621492,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,18,3,75,0,,,,,362.2011954999907,363.20063589999336,363.2012581099931,364.4682019999891,365.20109349999984,2.2610558051366665,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,19,0,76,2,,,,,365.20109349999984,366.20083439999144,366.2006911099976,368.86778409998806,368.2008941999957,3.65151296905813,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,19,1,77,0,,,,,368.86778409998806,369.8672391,369.8677149099909,371.0006895999977,371.86796160000085,2.118110711882357,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,19,2,78,3,,,,,371.86796160000085,372.86819079999987,372.86862280999196,375.1350890999893,374.8675468000001,3.262327653694896,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,19,3,79,1,,,,,375.1350890999893,376.1341715999879,376.1343123100029,379.8181278999982,378.134544799992,4.674249243980949,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,20,0,80,3,,,,,379.8181278999982,380.8176659999881,380.8177337100002,384.73440599998867,382.81789299999946,4.901711893291198,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,20,1,81,2,,,,,384.73440599998867,385.7350535000005,385.7348911099922,388.234487099995,387.7346966999903,3.4941073017761295,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,20,2,82,0,,,,,388.234487099995,389.2348443999945,389.2342635100009,393.6347023999988,391.23474149999674,5.396037602420776,None,1,390.23471289999725,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,20,3,83,1,,,,,393.6347023999988,394.6346370999963,394.6341598099913,397.85118669999065,396.6350606999913,4.214659862155855,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,21,0,84,0,,,,,397.85118669999065,398.8507654999994,398.85131060999413,403.11800349999976,400.8511756999942,5.256602497882339,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,21,1,85,2,,,,,403.11800349999976,404.11821780000173,404.1181951099949,406.60141619999195,406.11813039999106,3.4764797846236988,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,21,2,86,3,,,,,406.60141619999195,407.6010494999937,407.60110160998886,410.10110839999106,409.60169679998944,3.4855050440734345,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,21,3,87,1,,,,,410.10110839999106,411.08441479998874,411.0851459100028,412.701742499994,413.0846252999909,2.5929562591856934,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,22,0,88,2,,,,,413.0846252999909,414.06795209999837,414.06854290999183,417.38612830000056,416.0683386000019,4.301499172860872,None,1,415.06846199999563,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,22,1,89,1,,,,,417.38612830000056,418.3850578999991,418.3845943099965,420.6679499999882,420.3859389999998,3.276682625651576,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,22,2,90,0,,,,,420.6679499999882,421.66852979999385,421.6681160099921,423.53585129999556,423.66816069999186,2.866595711504743,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,60,22,3,91,3,,,,,423.66816069999186,424.66827679998823,424.66852850998987,426.868198199998,426.66807929999777,3.1870588425604507,None,0,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,40,23,0,92,1,,,,,426.868198199998,427.86779319999914,427.86789370999907,431.6847787000006,429.8680372999952,4.816273334067349,None,1,,,001,2023-11-02_10h29.47.006,Oddball_task,2022.2.5,60.27509553794457,
