trial,file,corrAns,tone,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation.started,response.started,sound_1.started,response.keys,response.corr,feedback_text.started,response.stopped,response.rt,instructions_2.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,sound_1.stopped,fixation.stopped,thank_you.started,exit_exp.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,30,4,154,1,,,,,771.2146598999971,772.1984293999994,772.1977610699978,None,1,,774.6993965000001,,,,,,773.1984853000031,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,31,0,155,3,,,,,774.714626800007,775.6975047000014,775.6977297700068,None,1,,778.1973455999978,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,31,1,156,2,,,,,778.2141144000052,779.1975024999992,779.1975359700009,None,1,,781.6973353000067,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,31,2,157,1,,,,,781.7147774000041,782.6979354000068,782.6978450699971,None,1,,785.1985270000005,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,31,3,158,0,,,,,785.2148701999977,786.1977754999971,786.1981570700009,None,1,,788.6985300000088,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,31,4,159,4,,,,,788.7147330000007,789.6986217999947,789.6981341700011,t,1,,792.1979991999979,0.9069842999888351,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,32,0,160,4,,,,,792.2143655999971,793.1977412999986,793.1976857700065,t,1,,795.6982546000072,1.127964699990116,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,32,1,161,0,,,,,795.7148373999953,796.6973204999958,796.6973356700037,None,1,,799.1986789000075,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,32,2,162,2,,,,,799.215518099998,800.1980306000041,800.197374070005,None,1,,802.6981682000041,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,32,3,163,3,,,,,802.7147675000015,803.6974673000077,803.6974738700083,None,1,,806.197777399997,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,32,4,164,1,,,,,806.2144178000017,807.1983651000046,807.1982820700068,None,1,,809.6981885999994,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,33,0,165,1,,,,,809.7152694999968,810.6983306000038,810.6984765700035,None,1,,813.1981779000052,,,,,,811.6982648999983,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,33,1,166,2,,,,,813.2150935999962,814.198679100009,814.1976490700035,None,1,,816.6982954999985,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,33,2,167,4,,,,,816.7148778999981,817.6974814999994,817.6976553700079,t,1,,820.198484499997,0.9166415999934543,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,33,3,168,3,,,,,820.2144602000044,821.1978215999989,821.1977696700051,None,1,,823.6978758000041,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,33,4,169,0,,,,,823.7142759999988,824.6976596000022,824.6978728700051,None,1,,827.1977960000077,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,34,0,170,0,,,,,827.2140272999968,828.1981110000052,828.198216069999,None,1,,830.6977094000031,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,34,1,171,4,,,,,830.7146560999972,831.6981998999981,831.6980873700086,t,1,,834.198386700009,0.8278682999953162,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,34,2,172,1,,,,,834.2147874000075,835.1992237999948,835.1973503699992,None,1,,,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,34,3,173,2,,,,,837.7150181000034,838.6976479000004,838.6981568699994,None,1,,841.1980340000009,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,34,4,174,3,,,,,841.2151810000069,842.1987227000063,842.1983606700087,None,1,,844.6986427999946,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,35,0,175,3,,,,,844.7153012000053,845.6980364000046,845.6981956700038,None,1,,848.199799199996,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,35,1,176,0,,,,,848.215048099999,849.1987919999956,849.1994504699978,None,1,,851.6985578000022,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,35,2,177,4,,,,,851.7157600000064,852.6991269999999,852.6979447699996,t,1,,855.198767000009,0.890892299998086,,,,,853.6979993999994,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,35,3,178,2,,,,,855.2153306999971,856.1980424000067,856.1984400700021,None,1,,858.698406800002,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,35,4,179,1,,,,,858.714833200007,859.698283699996,859.6977281699947,None,1,,862.1977675000089,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,36,0,180,1,,,,,862.2154847000056,863.1985803999996,863.1980070700083,None,1,,865.6983209000027,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,36,1,181,2,,,,,865.7146060000086,866.6999603000004,866.6979744700075,None,1,,869.1989723000006,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,36,2,182,0,,,,,869.2160580000054,870.1980680999986,870.1982481699961,None,1,,872.6998811999947,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,36,3,183,4,,,,,872.7153538999992,873.6987957999954,873.6990740699985,t,1,,876.1982884000026,0.9472844999982044,,,,,874.6983887999959,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,36,4,184,3,,,,,876.2148314000078,877.1985057999991,877.1977747700003,None,1,,879.6986672000057,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,37,0,185,2,,,,,879.7149900000077,880.6990152000071,880.6984741699998,None,1,,883.1992681999982,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,37,1,186,4,,,,,883.2150835000066,884.1984365999961,884.1978821700031,t,1,,886.6988180000044,0.727261299995007,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,37,2,187,3,,,,,886.7150694000011,887.6985702999955,887.6987021700043,None,1,,890.198648000005,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,37,3,188,0,,,,,890.2152462999948,891.199317999999,891.1987512699998,None,1,,,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,37,4,189,1,,,,,893.7156243000063,894.6991122000036,894.6987747700041,None,1,,897.1992028999957,,,,,,895.6983414999995,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,38,0,190,3,,,,,897.2147299000062,898.1995089999982,898.1978054700012,None,1,,900.6985554999992,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,38,1,191,1,,,,,900.7151182999951,901.6988917999988,901.6985864699964,None,1,,904.1982363999996,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,38,2,192,4,,,,,904.2151490999968,905.1991342999972,905.1984376699984,t,1,,907.6987382000079,0.7921425000095041,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,38,3,193,2,,,,,907.7149574000068,908.6987681000028,908.6981270700053,None,1,,911.1986588,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,38,4,194,0,,,,,911.215223200008,912.1992507999967,912.1982422699948,None,1,,914.6987746999948,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,39,0,195,3,,,,,914.7147078999988,915.6994372000045,915.698283870006,None,1,,,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,39,1,196,2,,,,,918.2152103999979,919.199609999996,919.1986912700086,None,1,,921.699074899996,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,39,2,197,1,,,,,921.7151868000074,922.6985488000064,922.698796769997,None,1,,925.198950200007,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,39,3,198,4,,,,,925.2150556999986,926.1985351000039,926.1987937700032,t,1,,928.6988334000052,0.8394149000087054,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,39,4,199,0,,,,,928.7155363000056,929.6993411000003,929.6986958699999,None,1,,932.1993596999964,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,40,0,200,0,,,,,932.2154467000073,933.1990147000033,933.1991353699996,None,1,,935.6985524000047,,,,,,934.1984217999998,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,40,1,201,2,,,,,935.7152304000047,936.6990425999975,936.6988107700017,None,1,,939.1984530000045,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,40,2,202,4,,,,,939.2153609000088,940.1982764999993,940.1987976700038,t,1,,942.6990834000026,0.8476414999895496,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,40,3,203,3,,,,,942.715154000005,943.6982095999992,943.698675770007,None,1,,946.2002015000035,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,40,4,204,1,,,,,946.2161899000057,947.1986712000071,947.19815887,None,1,,949.6988227999973,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,41,0,205,0,,,,,949.7153451000049,950.6998968999978,950.6986487700051,None,1,,,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,41,1,206,4,,,,,953.2152630000055,954.1985665999964,954.1987896700011,t,1,,956.6993496000068,0.7918892999878153,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,41,2,207,1,,,,,956.7159532000078,957.699411499998,957.6988400700066,None,1,,960.1987692999974,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,41,3,208,2,,,,,960.2152095000056,961.1981731999986,961.1990903700062,None,1,,963.6996562999993,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,41,4,209,3,,,,,963.7162332000007,964.6988226999965,964.6988333699992,None,1,,967.1995804000035,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,42,0,210,0,,,,,967.2159012000047,968.1992777999985,968.1982626700046,None,1,,970.6986084999953,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,42,1,211,3,,,,,970.7160501000035,971.6985038999992,971.6983772700041,None,1,,974.1987948000024,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,42,2,212,4,,,,,974.2152320000023,975.1985391000053,975.1982629700069,t,1,,977.6990189000062,0.8094780999963405,,,,,976.1990007999993,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,42,3,213,1,,,,,977.715435200007,978.6992128999991,978.6985970700043,None,1,,981.1990302000049,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,42,4,214,2,,,,,981.2158558000083,982.1985505000048,982.1990330700064,None,1,,984.6988663000084,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,43,0,215,4,,,,,984.7153590000089,985.6983681999991,985.6983781699964,t,1,,988.1993966000009,0.6927888999925926,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,43,1,216,2,,,,,988.2155471000005,989.2000904000015,989.1989478699979,None,1,,991.699136700001,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,43,2,217,0,,,,,991.7157085000072,992.7001431999961,992.6988627700048,None,1,,,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,43,3,218,3,,,,,995.2151943000063,996.1998036000005,996.1989751700021,None,1,,998.6986113000021,,,,,,997.1988030000066,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,43,4,219,1,,,,,998.7158637999964,999.6997639000037,999.6991321700043,None,1,,1002.198850300003,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,44,0,220,1,,,,,1002.215254900002,1003.1993995999946,1003.1994648700056,None,1,,1005.6990871000016,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,44,1,221,0,,,,,1005.7154690000025,1006.6984936000081,1006.6993268700026,None,1,,1009.1992966999969,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,44,2,222,2,,,,,1009.215495299999,1010.199305800008,1010.1984543700091,None,1,,1012.6994669999985,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,44,3,223,3,,,,,1012.7155867999973,1013.6990613999951,1013.6988182700006,None,1,,1016.1991091999953,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,44,4,224,4,,,,,1016.2151621000085,1017.1990648000065,1017.1990960700059,t,1,,1019.6990174999955,0.7521244999952614,,,,,1018.1989213000052,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,45,0,225,4,,,,,1019.715832300004,1020.6999232000089,1020.6993096700025,t,1,,1023.1990036000061,0.8602285000088159,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,45,1,226,3,,,,,1023.2160186999972,1024.198791200004,1024.199045469999,None,1,,1026.6994821999979,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,45,2,227,2,,,,,1026.7156388000003,1027.6990629000065,1027.699580970002,None,1,,1030.1987646000052,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,45,3,228,1,,,,,1030.216140000004,1031.2000591999968,1031.198960670008,None,1,,,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,45,4,229,0,,,,,1033.7164004000078,1034.6995209000015,1034.6984147699986,None,1,,1037.1989963000087,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,46,0,230,3,,,,,1037.2154386000038,1038.1992989999999,1038.198840469995,None,1,,1040.699854400009,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,46,1,231,4,,,,,1040.7161180999974,1041.6988561000035,1041.6987775699963,t,1,,1044.199064600005,0.9809916999947745,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,46,2,232,1,,,,,1044.2163209999999,1045.1988913999958,1045.198813370007,None,1,,1047.6993336000014,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,46,3,233,2,,,,,1047.7151975000015,1048.7002688000066,1048.7001018699957,None,1,,1051.2000496999972,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,46,4,234,0,,,,,1051.2161617999955,1052.1995907999953,1052.1991988700029,None,1,,1054.6992452999984,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,47,0,235,2,,,,,1054.7156461999984,1055.698955800006,1055.6989437699958,None,1,,1058.1995860000025,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,47,1,236,0,,,,,1058.2158165,1059.1993277000001,1059.1992153699975,None,1,,1061.6991470000066,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,47,2,237,3,,,,,1061.7163841000001,1062.6990609000059,1062.6995059699984,None,1,,1065.1993075000064,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,1200,,,,,47,3,238,4,,,,,1065.2159054000076,1066.1988381999981,1066.1995126700058,None,0,,1068.6988170999975,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,250,,,,,47,4,239,1,,,,,1068.715303799996,1069.6999495000055,1069.6995551699947,None,1,,1072.199817700006,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
standard,soundFiles/250Hz_44100Hz_16bit_05sec.wav',None,251,,,,,48,0,240,2,,,,,1072.2161540000088,1073.1999708000076,1073.1988704700052,None,1,,1075.6996492000035,,,,,,,,,,,elpida_19_10_23,gn_hugin4,2023-10-19_11h16.53.773,Oddball_task,2022.2.5,60.3120666932661,
