trial,file,corrAns,tone,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,instructions.started,key_resp_1.started,key_resp_1.keys,key_resp_1.rt,fixation_cross.started,response.started,sound_1.started,fixation_cross.stopped,response.stopped,FixDur,response.keys,response.corr,response.rt,sound_1.stopped,thank_you.started,thank_you.stopped,exit_exp.started,participant,session,date,expName,psychopyVersion,frameRate,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,22,1,89,2,,,,,365.8371683000005,366.83582350000506,366.83575293999894,368.2191520000051,368.83549500000663,2.377352081971078,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,22,2,90,0,,,,,368.83549500000663,369.8355819999997,369.83563854000096,373.335395800008,371.83528909999586,4.49253216472735,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,22,3,91,3,,,,,373.335395800008,374.33520610000414,374.3365387400016,378.1693690999964,376.3354241000052,4.825990022037987,t,1,0.48645130000659265,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,23,0,92,0,,,,,378.1693690999964,379.1526496000006,379.1533423400004,383.11932030000025,381.15262639999855,4.941878371931763,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,23,1,93,2,,,,,383.11932030000025,384.1192100000044,384.1192580399991,386.93668129999423,386.1192293000058,3.8102979109679795,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,23,2,94,3,,,,,386.93668129999423,387.93636340000376,387.9354811400015,391.769198199996,389.9355826999963,4.822686069676905,t,1,0.5330129999929341,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,23,3,95,1,,,,,391.769198199996,392.76876799999445,392.7687708400088,395.4355174999946,394.7698726999952,3.653072407023141,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,24,0,96,3,,,,,395.4355174999946,396.4192248000036,396.4199827400051,397.6698253000068,398.4187891000038,2.2222617329011847,t,1,0.46630630000436213,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,24,1,97,0,,,,,398.4187891000038,399.4191565999936,399.41940093999875,401.3026069000043,401.41836579999654,2.884150241568412,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,24,2,98,2,,,,,401.41836579999654,402.4188390000054,402.4186639400039,406.2693145999947,404.4412091999984,4.851959367130792,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,24,3,99,1,,,,,406.2693145999947,407.2688651000062,407.26883223999613,410.98672149999766,409.2699200000061,4.711836702045127,None,1,,408.26986020000186,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,25,0,100,0,,,,,410.98672149999766,411.9853223999962,411.9861846400061,415.56903630000306,413.98860969999805,4.580451444513995,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,25,1,101,3,,,,,415.56903630000306,416.56902740000805,416.57022774000217,419.6690965000016,418.56916820000333,4.085876706157384,t,1,0.5967478999955347,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,25,2,102,1,,,,,419.6690965000016,420.653553199998,420.65445803999756,424.6190731999959,422.66856310000003,4.9444539048149,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,25,3,103,2,,,,,424.6190731999959,425.61897979999776,425.6191598400081,427.303192899999,427.61957229999825,2.668722877397178,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,26,0,104,1,,,,,427.61957229999825,428.61893979999877,428.6189386399972,431.28731709999556,430.61934020000626,3.65673456156404,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
target,soundFiles/1200Hz_-3dBFS_3s_44.1kHz.wav',t,2000,26,1,105,3,,,,,431.28731709999556,432.285555800001,432.28554354000227,436.26973780000117,434.2857670999947,4.9748421637378915,t,1,0.42476719999103807,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,26,2,106,0,,,,,436.26973780000117,437.2697937000048,437.2700275400028,440.4357311000058,439.26975259999745,4.157718463843919,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,26,3,107,2,,,,,440.4357311000058,441.43606459999864,441.436330640009,444.6525440999976,443.4361803000065,4.217198754042777,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,27,0,108,0,,,,,444.6525440999976,445.63610869999684,445.6364890400044,448.13564249999763,447.6358282000001,3.4740047002466232,None,1,,446.63566090000677,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
standard,soundFiles/1000Hz_-3dBFS_3s_44.1kHz.wav',None,1000,27,1,109,1,,,,,448.13564249999763,449.13571709999815,449.13538444000443,451.402198900003,451.1355234999937,3.2573134149722023,None,1,,,,,,,001,2023-11-08_14h00.16.129,Oddball_task,2022.2.5,59.9136404766703,
